2025-06-03 20:04:21,132 - __main__ - INFO - Pipeline started. Project Root: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project
2025-06-03 20:04:21,133 - __main__ - INFO - Using settings: RAW_DATA_DIR=C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\raw, PROCESSED_DATA_DIR=C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\processed, CACHE_DIR=C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\cache
2025-06-03 20:04:21,133 - __main__ - INFO - === Starting Horse Racing Data Pipeline ===
2025-06-03 20:04:21,133 - __main__ - INFO - Searching for DRF files in: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\raw with pattern: '*DRF'
2025-06-03 20:04:21,133 - __main__ - INFO - Using DRF file: CDX0503.DRF
2025-06-03 20:04:21,133 - __main__ - INFO - --- Step 1: Parsing DRF file (using src/parsers/bris_spec_new.py) ---
2025-06-03 20:04:21,133 - src.parsers.bris_spec_new - INFO - --- bris_spec_new.main() starting ---
2025-06-03 20:04:21,133 - src.parsers.bris_spec_new - INFO - Processing DRF file provided as argument: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\raw\CDX0503.DRF
2025-06-03 20:04:21,138 - src.parsers.bris_spec_new - INFO - Loading specification cache from: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\cache\bris_spec.pkl
2025-06-03 20:04:21,138 - src.parsers.bris_spec_new - INFO - Parsing field types from: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\raw\bris_dict.txt
2025-06-03 20:04:21,151 - src.parsers.bris_spec_new - INFO - Parsed types for 190 fields from bris_dict.txt.
2025-06-03 20:04:21,153 - src.parsers.bris_spec_new - INFO - 
Attempting to parse CDX0503.DRF as comma-delimited...
2025-06-03 20:04:21,153 - src.parsers.bris_spec_new - INFO - Excluding columns starting with 'reserved'. Using 1321 out of 1435 columns.
2025-06-03 20:04:21,258 - src.parsers.bris_spec_new - INFO - Parsing successful. Read 187 lines from CDX0503.DRF.
2025-06-03 20:04:21,259 - src.parsers.bris_spec_new - INFO - 
Identifying column types using parsed bris_dict.txt info...
2025-06-03 20:04:21,284 - src.parsers.bris_spec_new - INFO - Identified 123 numeric columns using spec.
2025-06-03 20:04:21,284 - src.parsers.bris_spec_new - INFO - Identified 21 date columns using spec.
2025-06-03 20:04:21,285 - src.parsers.bris_spec_new - INFO - 
Attempting data type conversions...
2025-06-03 20:04:21,287 - src.parsers.bris_spec_new - INFO - Converting 123 columns to numeric...
2025-06-03 20:04:21,303 - src.parsers.bris_spec_new - INFO - Successfully converted 123 numeric columns.
2025-06-03 20:04:21,303 - src.parsers.bris_spec_new - INFO - Converting 21 columns to datetime...
2025-06-03 20:04:21,314 - src.parsers.bris_spec_new - INFO - Successfully converted 21 date columns.
2025-06-03 20:04:21,326 - src.parsers.bris_spec_new - INFO - 
Saving the processed data to Parquet file: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\processed\parsed_race_data_full.parquet
2025-06-03 20:04:21,800 - src.parsers.bris_spec_new - INFO - 
Successfully saved final data to: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\processed\parsed_race_data_full.parquet
2025-06-03 20:04:21,800 - src.parsers.bris_spec_new - INFO - Final DataFrame shape: (187, 1332)
2025-06-03 20:04:21,801 - src.parsers.bris_spec_new - INFO - Final DataFrame Info:
2025-06-03 20:04:21,801 - src.parsers.bris_spec_new - INFO - --- bris_spec_new.main() finished ---
2025-06-03 20:04:21,804 - __main__ - INFO - --- Step 1: Parsing DRF file completed ---
2025-06-03 20:04:21,804 - __main__ - INFO - --- Step 2: Creating current race info ---
2025-06-03 20:04:26,916 - src.transformers.current_race_info - INFO - --- Creating Current Race Info File (2025-06-03 20:04:26 EDT) ---
2025-06-03 20:04:26,916 - src.transformers.current_race_info - INFO - Loading wide format data from: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\processed\parsed_race_data_full.parquet
2025-06-03 20:04:27,767 - src.transformers.current_race_info - INFO - Loaded wide data with shape: (187, 1332)
2025-06-03 20:04:27,767 - src.transformers.current_race_info - INFO - 
Dropping 1018 wide workout/past performance columns...
2025-06-03 20:04:27,782 - src.transformers.current_race_info - INFO - DataFrame shape after dropping columns: (187, 335)
2025-06-03 20:04:27,782 - src.transformers.current_race_info - INFO - Number of columns actually dropped: 997
2025-06-03 20:04:27,783 - src.transformers.current_race_info - INFO - 
Saving current race info data to: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\processed\current_race_info.parquet
2025-06-03 20:04:27,839 - src.transformers.current_race_info - INFO - Save complete.
2025-06-03 20:04:27,839 - src.transformers.current_race_info - INFO - 
Output DataFrame Info:
2025-06-03 20:04:27,839 - src.transformers.current_race_info - INFO - 
--- Script Finished (2025-06-03 20:04:27 EDT) ---
2025-06-03 20:04:27,839 - __main__ - INFO - --- Step 2: Creating current race info completed ---
2025-06-03 20:04:27,839 - __main__ - INFO - --- Step 3: Transforming workouts ---
2025-06-03 20:04:27,839 - src.transformers.transform_workouts - INFO - --- Starting Workout Data Reshaping (2025-06-03 20:04:27 EDT) ---
2025-06-03 20:04:27,943 - src.transformers.transform_workouts - INFO - Using ID Variables: ['track', 'race', 'post_position', 'horse_name']
2025-06-03 20:04:27,943 - src.transformers.transform_workouts - INFO - Reshaping workout data using specification (Field# -> Actual Column Label)...
2025-06-03 20:04:27,955 - src.transformers.transform_workouts - INFO - Concatenating data for all workouts...
2025-06-03 20:04:27,958 - src.transformers.transform_workouts - INFO - Raw concatenated workout data shape: (2244, 14)
2025-06-03 20:04:27,965 - src.transformers.transform_workouts - INFO - Saving long format workout data to: C:\Users\nblza1\OneDrive - NBIM\Documents\Coding\horse_racing_project\data\processed\workouts_long_format.parquet
2025-06-03 20:04:27,974 - src.transformers.transform_workouts - INFO - Save complete.
2025-06-03 20:04:27,974 - src.transformers.transform_workouts - INFO - Output DataFrame Info:
2025-06-03 20:04:27,982 - src.transformers.transform_workouts - INFO - --- Workout Reshaping Script Finished (2025-06-03 20:04:27 EDT) ---
2025-06-03 20:04:27,987 - __main__ - INFO - --- Step 3: Transforming workouts completed ---
2025-06-03 20:04:27,989 - __main__ - INFO - --- Step 4: Transforming past starts ---
2025-06-03 20:04:27,990 - src.transformers.transform_past_starts - INFO - --- Starting Past Performance Data Reshaping (2025-06-03 20:04:27 EDT) ---
2025-06-03 20:04:28,106 - src.transformers.transform_past_starts - INFO - Using ID Variables: ['track', 'race', 'post_position', 'horse_name']
2025-06-03 20:04:28,106 - src.transformers.transform_past_starts - INFO - Reshaping past performance data using specification and pd.melt...
2025-06-03 20:04:28,375 - src.transformers.transform_past_starts - INFO - Joining 94 melted metric DataFrames...
2025-06-03 20:04:28,375 - src.transformers.transform_past_starts - INFO -   Starting join with 'pp_race_date' (1870 rows)
2025-06-03 20:04:28,375 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_days_since_prev' (1683 rows)
2025-06-03 20:04:28,378 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 7)
2025-06-03 20:04:28,378 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_track_code' (1870 rows)
2025-06-03 20:04:28,386 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 8)
2025-06-03 20:04:28,387 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_track_code_bris' (1870 rows)
2025-06-03 20:04:28,390 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 9)
2025-06-03 20:04:28,391 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_race_num' (1870 rows)
2025-06-03 20:04:28,393 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 10)
2025-06-03 20:04:28,394 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_track_condition' (1870 rows)
2025-06-03 20:04:28,397 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 11)
2025-06-03 20:04:28,397 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_distance' (1870 rows)
2025-06-03 20:04:28,402 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 12)
2025-06-03 20:04:28,402 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_surface' (1870 rows)
2025-06-03 20:04:28,405 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 13)
2025-06-03 20:04:28,406 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_chute_indicator' (1870 rows)
2025-06-03 20:04:28,408 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 14)
2025-06-03 20:04:28,409 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_num_entrants' (1870 rows)
2025-06-03 20:04:28,411 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 15)
2025-06-03 20:04:28,412 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_post_position' (1870 rows)
2025-06-03 20:04:28,416 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 16)
2025-06-03 20:04:28,417 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_equipment' (1870 rows)
2025-06-03 20:04:28,421 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 17)
2025-06-03 20:04:28,422 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_racename' (1870 rows)
2025-06-03 20:04:28,424 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 18)
2025-06-03 20:04:28,424 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_medication' (1870 rows)
2025-06-03 20:04:28,429 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 19)
2025-06-03 20:04:28,430 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_trip_comment' (1870 rows)
2025-06-03 20:04:28,433 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 20)
2025-06-03 20:04:28,434 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_winner_name' (1870 rows)
2025-06-03 20:04:28,437 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 21)
2025-06-03 20:04:28,439 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_second_name' (1870 rows)
2025-06-03 20:04:28,442 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 22)
2025-06-03 20:04:28,442 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_third_name' (1870 rows)
2025-06-03 20:04:28,445 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 23)
2025-06-03 20:04:28,446 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_winner_weight' (1870 rows)
2025-06-03 20:04:28,450 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 24)
2025-06-03 20:04:28,451 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_second_weight' (1870 rows)
2025-06-03 20:04:28,454 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 25)
2025-06-03 20:04:28,455 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_third_weight' (1870 rows)
2025-06-03 20:04:28,459 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 26)
2025-06-03 20:04:28,459 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_winner_margin' (1870 rows)
2025-06-03 20:04:28,462 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 27)
2025-06-03 20:04:28,463 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_second_margin' (1870 rows)
2025-06-03 20:04:28,467 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 28)
2025-06-03 20:04:28,468 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_third_margin' (1870 rows)
2025-06-03 20:04:28,470 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 29)
2025-06-03 20:04:28,472 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_extra_comment' (1870 rows)
2025-06-03 20:04:28,474 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 30)
2025-06-03 20:04:28,474 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_weight_carried' (1870 rows)
2025-06-03 20:04:28,479 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 31)
2025-06-03 20:04:28,480 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_odds' (1870 rows)
2025-06-03 20:04:28,483 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 32)
2025-06-03 20:04:28,485 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_entry_indicator' (1870 rows)
2025-06-03 20:04:28,488 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 33)
2025-06-03 20:04:28,489 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_race_classification' (1870 rows)
2025-06-03 20:04:28,492 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 34)
2025-06-03 20:04:28,494 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_claiming_price' (1870 rows)
2025-06-03 20:04:28,497 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 35)
2025-06-03 20:04:28,498 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_purse' (1870 rows)
2025-06-03 20:04:28,502 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 36)
2025-06-03 20:04:28,503 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_start_call_pos' (1870 rows)
2025-06-03 20:04:28,506 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 37)
2025-06-03 20:04:28,507 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_first_call_pos' (1870 rows)
2025-06-03 20:04:28,510 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 38)
2025-06-03 20:04:28,512 - src.transformers.transform_past_starts - INFO -   Merging with 'pp_second_call_pos' (1870 rows)
2025-06-03 20:04:28,516 - src.transformers.transform_past_starts - INFO -   Shape after merge: (1870, 39)
